Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,Hour,Day,Month
43.49,28.0,39031.89,124.34,Total directional approach,260,1,103,2016-06-20 14:20:52,1,14,20,6
74.54,42.0,60514.05,238.58,Enhanced optimizing website,136,0,44,2016-04-06 11:24:21,1,11,6,4
84.98,40.0,73882.91,229.22,Extended systemic policy,70,1,176,2016-07-03 04:11:40,0,4,3,7
75.84,22.0,48335.2,136.21,Exclusive even-keeled moratorium,481,0,10,2016-05-23 08:06:24,0,8,23,5
51.87,49.0,39031.89,195.69,Streamlined homogeneous analyzer,464,1,9,2016-04-04 20:01:12,1,20,4,4
74.54,41.0,57846.68,120.63,Ergonomic client-driven application,16,0,149,2016-01-05 20:58:42,0,20,5,1
56.39,29.0,69646.35,200.71,Digitized content-based circuit,64,0,22,2016-06-12 21:21:53,0,21,12,6
39.96,26.0,74903.41,228.78,Sharable reciprocal project,75,1,162,2016-02-15 12:25:28,0,12,15,2
78.36,44.0,65883.39,184.94,Focused coherent success,15,1,26,2016-01-30 16:15:29,0,16,30,1
54.47,35.0,73889.99,225.58,User-centric intangible contingency,516,0,125,2016-07-18 01:36:37,0,1,18,7
60.72,28.0,67669.06,217.37,Sharable reciprocal project,177,1,105,2016-01-05 16:26:44,0,16,5,1
45.01,27.0,36884.23,203.9,Virtual impactful algorithm,76,1,206,2016-07-08 03:47:41,0,3,8,7
69.62,34.0,34191.23,203.84,Cloned explicit middleware,182,1,126,2016-03-11 00:05:48,0,0,11,3
66.79,52.0,73049.3,186.37,Switchable mobile framework,2,1,51,2016-07-19 08:32:10,1,8,19,7
47.74,40.0,55499.69,158.42,Focused coherent success,517,1,146,2016-04-03 21:13:46,1,21,3,4
72.55,39.0,39840.55,131.98,Intuitive exuding service-desk,260,0,143,2016-02-29 23:56:06,0,23,29,2
79.91,26.0,31265.75,202.61,Sharable reciprocal project,166,1,148,2016-03-18 13:00:12,0,13,18,3
51.24,53.0,74535.94,138.68,De-engineered attitude-oriented projection,208,0,37,2016-02-17 13:16:33,0,13,17,2
53.92,49.0,39031.89,195.69,Streamlined homogeneous analyzer,464,1,9,2016-04-04 20:01:12,1,20,4,4
76.58,29.0,69646.35,120.06,Synchronized multi-tasking ability,514,0,27,2016-06-12 21:21:53,0,21,12,6
43.49,37.0,58235.21,181.02,Cross-group non-volatile secured line,260,1,119,2016-04-04 20:01:12,1,20,4,4
80.51,48.0,65956.71,225.02,Function-based context-sensitive secured line,27,1,187,2016-07-17 01:13:56,1,1,17,7
54.88,44.0,64267.88,229.12,Visionary asymmetric encryption,20,1,68,2016-06-03 01:14:41,0,1,3,6
66.08,33.0,44174.25,123.13,Expanded modular application,407,0,83,2016-05-12 21:32:06,1,21,12,5
59.59,34.0,59785.94,203.44,Cloned explicit middleware,284,0,24,2016-04-27 04:28:17,1,4,27,4
53.68,27.0,39193.45,168.92,Front-line dynamic model,55,1,129,2016-07-08 03:47:41,0,3,8,7
73.49,26.0,51317.33,190.17,Reverse-engineered context-sensitive emulation,424,0,185,2016-07-05 18:59:45,1,18,5,7
89.71,36.0,76003.47,140.46,Integrated human-resource encoding,316,0,191,2016-01-05 11:53:17,1,11,5,1
85.86,26.0,35521.88,131.68,Extended systemic policy,30,1,206,2016-01-08 19:38:45,0,19,8,1
56.39,40.0,40468.53,167.22,Proactive encompassing paradigm,388,0,93,2016-02-26 19:48:23,0,19,26,2
53.68,29.0,69646.35,216.49,Front-line dynamic model,161,1,125,2016-07-08 03:47:41,0,3,8,7
44.15,31.0,61840.26,207.17,Optional full-range projection,269,1,166,2016-06-21 14:32:32,0,14,21,6
55.6,29.0,53431.35,140.67,Multi-lateral multi-state encryption,425,0,2,2016-04-21 16:10:50,1,16,21,4
70.39,27.0,36884.23,131.29,Monitored object-oriented Graphic Interface,76,1,47,2016-03-09 14:57:11,0,14,9,3
80.3,49.0,39031.89,195.69,Devolved human-resource circuit,464,1,9,2016-04-04 20:01:12,1,20,4,4
59.51,30.0,57877.15,172.83,Synchronized systemic hierarchy,379,0,149,2016-06-29 10:50:45,0,10,29,6
43.49,37.0,23936.86,207.96,Digitized radical architecture,105,0,13,2016-06-10 00:35:15,0,0,10,6
41.73,28.0,39799.73,207.17,Synchronized user-facing core,177,1,201,2016-04-08 22:40:55,0,22,8,4
59.22,22.0,75687.46,165.27,Cloned explicit middleware,284,0,51,2016-04-10 19:48:01,0,19,10,4
43.49,37.0,23936.86,109.29,Decentralized needs-based analyzer,167,1,48,2016-03-23 21:06:51,0,21,23,3
37.68,51.0,57877.15,188.56,Focused coherent success,281,1,144,2016-02-06 17:48:28,1,17,6,2
43.49,37.0,23936.86,109.29,Cloned object-oriented benchmark,506,1,119,2016-02-27 12:34:19,1,12,27,2
41.73,28.0,61840.26,217.37,Synchronized user-facing core,177,1,105,2016-02-15 16:52:04,0,16,15,2
41.73,28.0,56180.93,217.37,Team-oriented executive core,136,0,62,2016-02-15 16:52:04,0,16,15,2
82.07,49.0,64564.07,227.63,Future-proofed fresh-thinking conglomeration,493,0,49,2016-07-17 14:26:04,1,14,17,7
83.71,38.0,71455.62,206.98,Profit-focused dedicated utilization,14,0,203,2016-01-15 19:40:47,1,19,15,1
43.49,39.0,74623.27,111.59,Robust transitional ability,260,1,104,2016-03-24 02:01:55,1,2,24,3
35.33,32.0,55424.24,178.92,Business-focused transitional solution,234,1,160,2016-06-09 21:43:05,0,21,9,6
45.08,35.0,65953.76,190.75,Optional multi-state hardware,363,1,133,2016-07-08 03:47:41,0,3,8,7
74.71,41.0,50628.31,187.76,Fully-configurable foreground solution,76,1,187,2016-02-28 23:54:44,0,23,28,2
36.56,27.0,36884.23,131.29,Proactive actuating Graphical User Interface,415,1,52,2016-03-09 14:57:11,0,14,9,3
76.64,31.0,55368.67,183.85,Balanced empowering success,318,1,62,2016-05-06 21:07:31,0,21,6,5
55.6,24.0,55041.6,172.83,Front-line methodical utilization,35,1,2,2016-03-18 13:22:35,0,13,18,3
46.61,55.0,60575.99,136.4,Reverse-engineered maximized focus group,60,1,136,2016-03-30 23:40:52,1,23,30,3
53.92,49.0,39031.89,195.69,Streamlined homogeneous analyzer,464,1,9,2016-04-04 20:01:12,1,20,4,4
55.6,36.0,50628.31,128.62,Total cohesive moratorium,123,1,168,2016-01-03 16:01:40,0,16,3,1
82.07,51.0,74535.94,130.41,Managed well-modulated collaboration,29,0,159,2016-01-31 05:12:44,1,5,31,1
37.45,39.0,48335.2,258.62,Total directional approach,252,0,118,2016-05-08 22:24:27,1,22,8,5
51.24,36.0,39840.55,140.46,Integrated human-resource encoding,260,0,56,2016-04-07 01:57:38,1,1,7,4
43.49,37.0,23936.86,181.02,Managed 6thgeneration hierarchy,260,1,103,2016-06-20 14:20:52,1,14,20,6
42.39,31.0,59677.64,207.17,Realigned tangible collaboration,269,0,156,2016-02-26 01:18:44,0,1,26,2
80.3,49.0,54251.78,195.69,Streamlined homogeneous analyzer,464,0,128,2016-04-04 20:01:12,1,20,4,4
47.64,29.0,69718.19,200.71,Re-engineered optimal policy,64,0,27,2016-06-12 21:21:53,0,21,12,6
89.0,36.0,50628.31,126.39,Reactive composite project,248,1,187,2016-03-14 14:13:05,1,14,14,3
82.07,22.0,63363.04,180.47,Monitored systematic hierarchy,303,0,20,2016-02-03 23:47:56,0,23,3,2
41.73,28.0,71222.4,139.01,Intuitive exuding service-desk,291,0,62,2016-05-06 21:07:31,0,21,6,5
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,464,0,128,2016-02-05 16:50:58,1,16,5,2
42.04,37.0,53058.91,217.37,Polarized analyzing concept,103,0,41,2016-03-20 02:44:13,0,2,20,3
46.61,43.0,56770.79,176.98,Polarized tangible collaboration,499,0,25,2016-04-17 21:39:11,1,21,17,4
67.56,24.0,59144.02,230.18,Synchronized multimedia model,298,1,77,2016-01-23 17:39:06,1,17,23,1
59.22,40.0,73882.91,122.59,Proactive actuating Graphical User Interface,406,1,197,2016-07-05 00:54:11,0,0,5,7
82.79,35.0,25603.93,236.87,Optional multi-state hardware,338,0,181,2016-07-18 01:36:37,0,1,18,7
61.22,25.0,50506.44,176.28,Automated mobile model,461,0,67,2016-01-03 07:13:53,0,7,3,1
42.6,31.0,56180.93,207.17,Balanced empowering success,269,0,189,2016-06-21 14:32:32,0,14,21,6
59.05,48.0,52736.33,212.38,Function-based context-sensitive secured line,27,1,187,2016-07-17 01:13:56,1,1,17,7
62.26,32.0,70505.06,182.2,Up-sized 6thgeneration moratorium,234,0,201,2016-04-28 22:54:37,0,22,28,4
56.3,30.0,61389.5,202.61,Proactive bandwidth-monitored policy,145,1,74,2016-05-08 10:25:08,0,10,8,5
43.49,37.0,23936.86,109.29,Managed 6thgeneration hierarchy,260,1,119,2016-05-31 09:06:29,1,9,31,5
44.72,41.0,50628.31,137.24,Fundamental zero tolerance solution,248,1,187,2016-05-31 23:42:26,1,23,31,5
54.43,39.0,38067.08,124.44,Intuitive exuding service-desk,291,0,41,2016-01-05 11:53:17,0,11,5,1
80.31,42.0,44078.24,143.13,Multi-layered tangible portal,136,1,44,2016-04-06 11:24:21,1,11,6,4
65.59,49.0,39031.89,195.69,Streamlined homogeneous analyzer,464,1,9,2016-04-04 20:01:12,1,20,4,4
54.88,51.0,60953.93,118.27,Expanded radical software,399,0,29,2016-01-31 05:12:44,0,5,31,1
47.74,32.0,55424.24,178.92,Business-focused transitional solution,234,1,99,2016-01-09 03:45:19,0,3,9,1
42.04,37.0,23936.86,214.42,Monitored dynamic instruction set,105,0,193,2016-07-03 04:11:40,0,4,3,7
69.15,27.0,55901.12,193.29,Total coherent superstructure,322,0,10,2016-01-23 04:47:37,0,4,23,1
79.54,41.0,57846.68,126.39,Face-to-face even-keeled website,484,0,49,2016-01-27 18:25:42,1,18,27,1
63.45,31.0,61840.26,207.17,Sharable reciprocal project,460,1,81,2016-04-08 22:40:55,0,22,8,4
56.3,37.0,39031.89,181.02,Horizontal national architecture,506,0,98,2016-06-20 14:20:52,0,14,20,6
45.48,29.0,53431.35,217.1,Multi-channeled scalable moratorium,400,1,37,2016-01-01 15:14:24,1,15,1,1
42.04,49.0,39031.89,195.69,Devolved human-resource circuit,506,0,128,2016-04-04 20:01:12,1,20,4,4
46.61,43.0,33601.84,157.04,Seamless optimal contingency,359,0,14,2016-05-04 05:01:37,1,5,4,5
44.4,30.0,57877.15,201.58,Synchronized systemic hierarchy,184,0,149,2016-06-29 10:50:45,0,10,29,6
66.08,46.0,58966.22,230.95,Synchronized dedicated service-desk,198,1,200,2016-07-09 11:04:54,0,11,9,7
60.23,43.0,60575.99,198.45,Optimized upward-trending productivity,508,1,51,2016-04-03 21:13:46,1,21,3,4
46.61,50.0,73538.09,163.48,Focused coherent success,355,0,136,2016-04-03 21:13:46,1,21,3,4
79.52,51.0,74535.94,130.41,Vision-oriented real-time framework,207,0,112,2016-07-13 01:48:46,1,1,13,7
76.81,28.0,67669.06,217.37,Synchronized user-facing core,177,1,105,2016-04-21 19:56:24,0,19,21,4
52.68,39.0,65953.76,165.52,Optional full-range projection,460,1,60,2016-04-08 22:40:55,0,22,8,4
49.21,29.0,69718.19,153.76,Cross-group systemic customer loyalty,433,0,191,2016-01-27 18:25:42,1,18,27,1
67.56,28.0,67301.39,161.16,Organized global flexibility,239,1,105,2016-04-08 22:40:55,1,22,8,4
66.08,55.0,57014.84,187.76,Function-based context-sensitive secured line,136,0,185,2016-01-15 22:49:45,1,22,15,1
42.04,28.0,53058.91,258.62,Business-focused background synergy,506,0,146,2016-05-08 22:24:27,1,22,8,5
71.84,39.0,23936.86,258.62,Horizontal national architecture,506,0,118,2016-05-08 22:24:27,1,22,8,5
76.58,46.0,54286.1,191.82,Synchronized multi-tasking ability,279,0,29,2016-06-17 20:18:27,0,20,17,6
59.51,40.0,27086.4,117.3,Visionary maximized process improvement,460,1,63,2016-04-22 00:28:18,1,0,22,4
40.47,35.0,39840.55,223.03,Proactive 5thgeneration frame,497,0,157,2016-02-03 07:59:16,1,7,3,2
39.36,42.0,60514.05,120.75,Innovative interactive portal,384,0,41,2016-04-06 11:24:21,0,11,6,4
55.6,35.0,73889.99,182.2,User-centric intangible contingency,516,0,133,2016-06-11 06:47:55,0,6,11,6
59.22,41.0,39799.73,116.53,Intuitive exuding service-desk,105,0,98,2016-03-20 02:44:13,0,2,20,3
75.42,26.0,35521.88,131.68,Stand-alone eco-centric system engine,406,1,4,2016-03-11 06:49:10,0,6,11,3
71.33,39.0,23936.86,138.87,Intuitive exuding service-desk,506,0,13,2016-05-08 22:24:27,1,22,8,5
84.76,40.0,40468.53,167.22,Distributed leadingedge orchestration,423,0,29,2016-01-17 18:45:55,0,18,17,1
59.05,48.0,52736.33,148.61,Function-based context-sensitive secured line,27,1,187,2016-07-17 01:13:56,1,1,17,7
45.01,26.0,56683.32,207.17,De-engineered tertiary secured line,75,1,148,2016-05-19 11:16:59,0,11,19,5
74.15,28.0,71222.4,204.79,Inverse local hub,2,0,201,2016-06-15 11:56:41,0,11,15,6
37.0,32.0,70492.6,229.99,Realigned reciprocal framework,298,1,161,2016-06-16 02:01:24,1,2,16,6
80.47,43.0,59886.58,110.66,Focused coherent success,90,1,105,2016-03-06 11:36:06,0,11,6,3
55.6,35.0,49995.63,236.87,Business-focused real-time toolset,461,0,29,2016-07-18 01:36:37,0,1,18,7
75.15,33.0,51772.58,204.02,Enterprise-wide local matrices,279,1,200,2016-03-02 04:02:45,0,4,2,3
55.6,35.0,73889.99,143.79,Enterprise-wide tangible model,460,1,81,2016-01-14 16:30:38,0,16,14,1
37.87,38.0,57868.44,130.83,Optimized upward-trending productivity,436,1,203,2016-01-23 18:59:21,1,18,23,1
78.84,35.0,60223.52,219.94,Profound zero administration instruction set,35,0,122,2016-01-12 03:28:31,0,3,12,1
80.46,24.0,64698.58,167.22,Digitized content-based circuit,64,0,149,2016-06-23 00:16:02,0,0,23,6
82.07,41.0,57846.68,236.87,Robust uniform framework,466,0,42,2016-05-13 11:57:12,1,11,13,5
49.21,25.0,49850.52,241.03,Customizable multi-tasking website,320,0,25,2016-01-16 11:35:01,0,11,16,1
41.73,28.0,55121.65,217.37,Organized global flexibility,239,1,105,2016-07-21 10:01:50,0,10,21,7
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,464,0,128,2016-04-04 20:01:12,1,20,4,4
39.85,24.0,47258.59,182.2,Vision-oriented attitude-oriented Internet solution,512,0,143,2016-06-29 02:48:44,1,2,29,6
39.96,45.0,59886.58,174.88,Reactive upward-trending migration,249,0,132,2016-06-29 13:35:05,1,13,29,6
74.54,42.0,58953.01,236.87,Innovative interactive portal,136,0,44,2016-04-06 11:24:21,1,11,6,4
79.52,50.0,43974.49,123.13,Realigned content-based leverage,278,1,108,2016-03-20 08:22:50,1,8,20,3
55.92,22.0,14775.5,230.95,Profit-focused secondary portal,292,0,197,2016-07-03 04:11:40,0,4,3,7
47.48,29.0,69646.35,216.49,Mandatory coherent groupware,64,0,27,2016-06-12 21:21:53,0,21,12,6
80.3,60.0,59448.44,209.93,Profit-focused attitude-oriented task-force,86,0,7,2016-04-15 15:07:17,1,15,15,4
68.01,40.0,66504.16,167.22,Networked responsive application,507,0,109,2016-03-31 20:55:22,0,20,31,3
66.79,40.0,27086.4,111.94,Business-focused transitional solution,133,1,147,2016-05-30 20:08:51,1,20,30,5
50.33,28.0,53058.91,124.44,Realigned intangible benchmark,149,0,201,2016-01-05 11:53:17,0,11,5,1
60.83,29.0,53431.35,158.56,Cloned object-oriented benchmark,260,1,118,2016-03-24 02:01:55,1,2,24,3
78.7,33.0,56782.18,221.98,Customizable tangible hierarchy,328,1,200,2016-07-09 11:04:54,0,11,9,7
35.49,37.0,53058.91,110.84,Devolved human-resource circuit,506,0,198,2016-05-06 21:07:31,1,21,6,5
82.07,38.0,62657.53,212.38,Advanced modular Local Area Network,27,0,151,2016-02-03 23:47:56,1,23,3,2
56.16,40.0,41232.89,117.3,Total 5thgeneration standardization,22,1,45,2016-07-14 22:43:29,1,22,14,7
72.88,45.0,67575.12,174.88,Pre-emptive next generation Internet solution,335,0,179,2016-01-17 15:10:31,1,15,17,1
52.84,42.0,43241.19,199.43,Innovative interactive portal,136,1,44,2016-07-19 12:05:58,1,12,19,7
38.37,36.0,32549.95,141.52,Decentralized attitude-oriented interface,316,0,49,2016-03-12 07:18:36,1,7,12,3
86.06,35.0,51119.93,226.54,Polarized modular function,185,1,119,2016-01-26 02:47:17,1,2,26,1
79.81,42.0,60514.05,178.75,Enhanced optimizing website,207,0,44,2016-04-06 11:24:21,1,11,6,4
51.56,36.0,29398.61,140.46,Managed grid-enabled standardization,316,0,25,2016-07-06 05:34:52,0,5,6,7
81.75,52.0,33951.63,195.69,Customizable tangible hierarchy,404,1,147,2016-07-19 08:32:10,1,8,19,7
60.83,32.0,69481.85,118.27,Public-key bi-directional Graphical User Interface,298,1,161,2016-07-13 11:41:29,1,11,13,7
69.62,34.0,59785.94,160.03,Function-based incremental standardization,188,0,24,2016-02-27 08:52:50,0,8,27,2
81.75,33.0,19345.36,215.18,Stand-alone well-modulated product,64,0,84,2016-03-09 00:41:46,0,0,9,3
50.19,32.0,38609.2,172.83,Focused upward-trending core,234,1,99,2016-04-28 22:54:37,0,22,28,4
46.61,44.0,64011.26,163.48,Reverse-engineered maximized focus group,308,0,14,2016-07-21 10:54:35,1,10,21,7
70.29,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,494,0,146,2016-01-12 21:17:15,1,21,12,1
57.24,19.0,55015.08,204.02,Adaptive contextually-based methodology,279,1,200,2016-02-09 05:28:18,0,5,9,2
51.24,36.0,70592.81,140.46,Multi-layered fresh-thinking neural-net,105,0,122,2016-04-04 22:00:15,0,22,4,4
56.39,46.0,58966.22,231.95,Proactive actuating Graphical User Interface,406,1,176,2016-02-09 05:28:18,1,5,9,2
68.01,33.0,58966.22,133.2,Triple-buffered reciprocal time-frame,198,1,172,2016-06-12 21:21:53,0,21,12,6
51.87,19.0,58966.22,195.69,Managed client-server access,415,1,147,2016-01-05 16:26:44,0,16,5,1
55.6,54.0,53188.69,182.2,Virtual scalable secured line,330,0,100,2016-03-31 20:55:22,1,20,31,3
82.07,43.0,73538.09,157.04,Optimized upward-trending productivity,355,1,136,2016-04-03 21:13:46,1,21,3,4
60.23,43.0,73538.09,163.48,Optimized upward-trending productivity,308,0,14,2016-02-12 10:39:10,1,10,12,2
52.67,31.0,61840.26,207.17,Sharable reciprocal project,460,1,166,2016-06-16 02:01:24,0,2,16,6
55.6,54.0,61228.96,161.16,Profit-focused attitude-oriented task-force,506,0,44,2016-01-16 23:37:51,1,23,16,1
41.73,42.0,47258.59,199.43,Right-sized mobile initiative,136,0,44,2016-04-06 11:24:21,1,11,6,4
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,104,0,100,2016-01-16 23:37:51,1,23,16,1
68.18,28.0,71222.4,217.37,Intuitive exuding service-desk,506,0,3,2016-02-29 23:56:06,1,23,29,2
79.52,44.0,50723.67,226.69,Future-proofed fresh-thinking conglomeration,139,0,122,2016-01-12 03:28:31,0,3,12,1
62.26,32.0,55424.24,178.92,Business-focused transitional solution,234,1,66,2016-01-09 03:45:19,0,3,9,1
48.03,40.0,44248.52,221.98,Synergized coherent interface,519,1,18,2016-05-08 22:24:27,1,22,8,5
86.06,35.0,73889.99,226.54,Front-line dynamic model,42,1,20,2016-01-17 18:45:55,0,18,17,1
70.03,26.0,63430.33,203.84,Persistent even-keeled application,243,1,148,2016-02-26 01:18:44,0,1,26,2
55.6,36.0,59240.24,140.46,Up-sized incremental encryption,294,0,162,2016-07-06 05:34:52,0,5,6,7
40.42,45.0,59610.81,137.24,Enhanced homogeneous moderator,515,1,21,2016-03-05 12:03:41,1,12,5,3
54.39,34.0,34191.23,160.03,Cloned explicit middleware,124,1,82,2016-03-11 00:05:48,1,0,11,3
85.26,32.0,55424.24,172.83,Focused upward-trending core,234,0,34,2016-04-28 22:54:37,0,22,28,4
55.6,39.0,38067.08,124.44,Phased hybrid superstructure,450,0,143,2016-02-29 19:26:35,0,19,29,2
59.22,28.0,53058.91,161.58,Team-oriented executive core,379,0,102,2016-01-14 14:00:09,1,14,14,1
89.34,32.0,70505.06,172.83,Up-sized 6thgeneration moratorium,129,0,163,2016-06-09 21:43:05,1,21,9,6
53.92,28.0,49282.87,120.49,Organized global flexibility,373,1,105,2016-05-19 11:16:59,0,11,19,5
81.75,35.0,25603.93,236.87,Vision-oriented attitude-oriented Internet solution,478,0,10,2016-06-11 09:37:52,1,9,11,6
71.84,42.0,60514.05,120.75,Automated mobile model,384,0,59,2016-04-06 11:24:21,0,11,6,4
88.04,41.0,57846.68,231.91,Down-sized background groupware,357,0,25,2016-05-25 20:10:02,1,20,25,5
41.89,31.0,55121.65,250.2,User-centric composite contingency,384,0,182,2016-01-03 07:13:53,0,7,3,1
80.31,28.0,47258.59,217.37,Centralized logistical secured line,379,0,44,2016-01-27 12:38:16,1,12,27,1
40.47,39.0,42993.48,236.87,Business-focused real-time toolset,144,1,125,2016-04-07 15:18:10,0,15,7,4
55.6,39.0,38067.08,138.87,Intuitive exuding service-desk,506,0,102,2016-02-29 23:56:06,0,23,29,2
54.88,40.0,41232.89,120.06,Exclusive neutral parallelism,512,0,68,2016-05-25 20:10:02,1,20,25,5
36.56,52.0,33951.63,186.37,Self-enabling local strategy,274,0,17,2016-04-04 08:19:54,1,8,4,4
79.81,42.0,62161.26,120.75,Virtual 5thgeneration neural-net,384,0,201,2016-07-03 09:22:30,0,9,3,7
59.88,41.0,55121.65,150.83,Extended systemic policy,344,1,166,2016-02-26 01:18:44,0,1,26,2
47.48,29.0,56113.37,208.05,Mandatory coherent groupware,514,0,64,2016-01-16 16:40:30,0,16,16,1
47.64,29.0,69646.35,198.5,Programmable uniform website,415,1,9,2016-06-12 21:21:53,0,21,12,6
57.99,49.0,45632.51,168.34,Streamlined homogeneous analyzer,464,0,128,2016-07-13 07:41:42,1,7,13,7
89.05,48.0,70053.27,187.76,Function-based context-sensitive secured line,136,1,187,2016-01-15 22:49:45,1,22,15,1
78.79,35.0,73889.99,226.54,Total cohesive moratorium,223,1,81,2016-07-02 20:23:15,0,20,2,7
81.98,34.0,43974.49,140.67,Function-based incremental standardization,281,1,50,2016-02-28 18:52:44,1,18,28,2
55.6,29.0,72203.96,230.18,Sharable reciprocal project,503,1,67,2016-01-26 02:47:17,0,2,26,1
55.6,54.0,38609.2,177.55,Configurable 24/7 hub,13,0,156,2016-03-31 20:55:22,1,20,31,3
40.42,32.0,69481.85,178.92,Business-focused transitional solution,234,1,100,2016-01-09 03:45:19,1,3,9,1
83.71,38.0,57868.44,131.55,Synergistic reciprocal attitude,436,1,203,2016-03-14 14:13:05,1,14,14,3
75.55,24.0,52252.91,182.2,Fully-configurable high-level implementation,494,0,2,2016-01-03 16:01:40,1,16,3,1
60.23,50.0,39616.0,122.31,Reverse-engineered maximized focus group,207,0,28,2016-07-13 01:48:46,1,1,13,7
54.97,46.0,33951.63,231.95,Persevering needs-based open architecture,381,1,176,2016-02-09 05:28:18,1,5,9,2
57.99,39.0,42993.48,187.64,Organized global flexibility,38,1,75,2016-04-04 20:01:12,0,20,4,4
51.24,54.0,53188.69,269.96,Virtual scalable secured line,351,1,104,2016-01-08 09:32:26,1,9,8,1
55.6,24.0,52252.91,182.2,Decentralized real-time circuit,477,0,2,2016-03-18 13:22:35,0,13,18,3
35.61,29.0,69718.19,167.22,Front-line dynamic model,100,0,29,2016-05-03 16:02:50,0,16,3,5
80.3,60.0,59448.44,198.5,Grass-roots mission-critical emulation,86,0,17,2016-01-14 00:23:10,1,0,14,1
54.08,39.0,38067.08,124.44,Intuitive exuding service-desk,105,0,13,2016-06-11 06:47:55,0,6,11,6
55.6,32.0,55424.24,178.92,Business-focused transitional solution,234,1,34,2016-03-31 20:55:22,0,20,31,3
51.24,36.0,29398.61,140.46,Face-to-face analyzing encryption,316,0,117,2016-01-27 18:25:42,1,18,27,1
78.79,36.0,59240.24,238.06,Front-line bandwidth-monitored capacity,123,1,149,2016-04-13 13:04:47,0,13,13,4
74.07,39.0,66412.04,194.37,Seamless cohesive conglomeration,487,1,18,2016-02-09 07:21:25,1,7,9,2
55.55,36.0,76003.47,141.52,Decentralized attitude-oriented interface,157,1,18,2016-01-03 16:01:40,1,16,3,1
66.12,28.0,23936.86,217.37,Digitized content-based circuit,379,0,62,2016-01-08 22:47:10,0,22,8,1
71.33,39.0,38067.08,128.62,Intuitive exuding service-desk,104,0,162,2016-02-26 19:48:23,0,19,26,2
80.51,50.0,43974.49,123.13,Function-based context-sensitive secured line,472,0,79,2016-01-09 04:53:22,1,4,9,1
66.08,33.0,39616.0,162.03,Synchronized multi-tasking ability,8,0,84,2016-06-10 11:31:33,0,11,10,6
56.16,45.0,69428.73,174.88,Secured 24hour policy,112,0,178,2016-05-10 17:13:47,1,17,10,5
78.7,46.0,40468.53,146.19,Automated multi-state toolset,407,0,68,2016-05-12 21:32:06,1,21,12,5
81.22,41.0,57846.68,126.39,Face-to-face even-keeled website,484,0,49,2016-03-14 14:13:05,1,14,14,3
59.05,43.0,73538.09,198.45,Reverse-engineered maximized focus group,355,1,136,2016-02-28 06:41:44,1,6,28,2
65.77,23.0,42162.9,211.38,Phased clear-thinking encoding,136,1,44,2016-05-19 14:30:17,1,14,19,5
85.26,36.0,61004.51,178.92,Organized upward-trending contingency,123,1,162,2016-05-23 00:32:54,0,0,23,5
49.21,27.0,58966.22,193.29,Programmable uniform website,329,0,171,2016-07-03 04:11:40,0,4,3,7
55.6,39.0,48335.2,255.61,Versatile transitional monitoring,104,0,59,2016-01-03 16:01:40,1,16,3,1
79.54,41.0,50628.31,126.39,Synergistic reciprocal attitude,283,1,187,2016-05-31 23:42:26,1,23,31,5
56.39,46.0,54286.1,200.71,Configurable tertiary capability,63,0,23,2016-01-05 12:59:07,0,12,5,1
46.61,42.0,60514.05,236.87,Robust logistical utilization,136,0,152,2016-04-06 11:24:21,1,11,6,4
53.92,39.0,32549.95,165.62,Cloned object-oriented benchmark,260,1,53,2016-02-09 07:21:25,1,7,9,2
65.59,31.0,51739.63,212.87,Optional full-range projection,269,1,21,2016-02-06 23:08:57,0,23,6,2
69.62,34.0,59785.94,160.03,Cloned explicit middleware,376,1,126,2016-02-27 08:52:50,0,8,27,2
44.4,30.0,58677.69,176.98,Seamless optimal contingency,379,0,20,2016-07-20 13:21:37,1,13,20,7
59.05,34.0,51171.23,187.09,Team-oriented transitional methodology,188,1,82,2016-03-11 00:05:48,0,0,11,3
55.6,24.0,52252.91,167.22,Upgradable heuristic system engine,492,0,2,2016-03-30 16:15:59,0,16,30,3
74.54,41.0,57846.68,137.24,Down-sized background groupware,255,0,25,2016-05-31 23:42:26,1,23,31,5
50.43,33.0,56782.18,122.31,Synchronized multi-tasking ability,407,0,68,2016-05-12 21:32:06,1,21,12,5
70.09,38.0,57868.44,122.04,Customizable homogeneous contingency,436,1,203,2016-07-17 01:13:56,1,1,17,7
74.54,24.0,59144.02,182.2,Distributed tertiary system engine,384,0,107,2016-06-10 10:11:00,1,10,10,6
80.72,31.0,63296.87,187.76,Robust uniform framework,6,1,150,2016-03-08 18:00:43,0,18,8,3
44.78,38.0,57868.44,130.83,Synergized clear-thinking protocol,436,1,203,2016-06-16 03:17:45,1,3,16,6
65.65,30.0,74535.94,140.46,De-engineered attitude-oriented projection,411,0,149,2016-01-05 20:58:42,0,20,5,1
42.04,29.0,69718.19,200.71,Front-line dynamic model,37,0,27,2016-03-09 00:41:46,0,0,9,3
52.68,35.0,67307.43,114.69,Universal 24/7 implementation,389,1,81,2016-07-08 03:47:41,0,3,8,7
